HomeTeam,AwayTeam,head_to_head_games,head_to_head_goals_scored_home_team,head_to_head_goals_conceded_home_team,head_to_head_goals_scored_away_team,head_to_head_goals_conceded_away_team,home_average_goals_scored_5,home_average_goals_conceded_5,home_average_goal_difference_5,away_average_goals_scored_5,away_average_goals_conceded_5,away_average_goal_difference_5,home_average_goals_scored_10,home_average_goals_conceded_10,home_average_goal_difference_10,away_average_goals_scored_10,away_average_goals_conceded_10,away_average_goal_difference_10,home_average_goals_scored_20,home_average_goals_conceded_20,home_average_goal_difference_20,away_average_goals_scored_20,away_average_goals_conceded_20,away_average_goal_difference_20
Charleroi,Genk,10,20.0,14.0,7.0,13.0,1.0,1.6,-0.6000000000000001,2.6,2.0,0.6000000000000001,1.6,1.6,0.0,2.0,1.9,0.1,1.75,1.5,0.25,1.55,1.95,-0.3999999999999999
Cercle Brugge,Antwerp,12,17.0,10.0,14.0,6.0,1.2,1.2,0.0,1.6,1.0,0.6000000000000001,1.4,0.9,0.4999999999999999,1.4,1.5,-0.1,1.8,0.9,0.9,1.1,1.35,-0.25
Gent,Club Brugge,10,6.0,14.0,10.0,17.0,1.4,0.8,0.5999999999999999,1.2,1.4,-0.1999999999999999,2.0,1.0,1.0,1.4,1.5,-0.1,2.3,1.05,1.2499999999999998,1.5,1.25,0.25
Oud-Heverlee Leuven,Westerlo,10,16.0,11.0,7.0,13.0,1.2,0.8,0.3999999999999999,2.6,2.0,0.6000000000000001,1.2,1.1,0.0999999999999998,2.0,1.9,0.1,1.05,1.1,-0.05,1.55,1.95,-0.3999999999999999
St Truiden,Kortrijk,10,7.0,10.0,10.0,7.0,0.8,1.4,-0.5999999999999999,1.0,2.8,-1.7999999999999998,1.0,1.6,-0.6000000000000001,1.1,2.1,-1.0,1.0,1.5,-0.5,1.15,1.9,-0.75
Dender,Genk,0,0.0,0.0,7.0,13.0,1.0,2.4,-1.4,2.6,2.0,0.6000000000000001,0.9,2.7,-1.8000000000000005,2.0,1.9,0.1,1.15,2.7,-1.5500000000000005,1.55,1.95,-0.3999999999999999
Kortrijk,Oud-Heverlee Leuven,10,7.0,10.0,11.0,16.0,0.8,1.4,-0.5999999999999999,0.4,0.2,0.2,1.0,1.6,-0.6000000000000001,0.7,1.2,-0.5,1.0,1.5,-0.5,1.25,1.5,-0.25
St Truiden,Beerschot VA,10,7.0,10.0,0.0,0.0,0.8,1.4,-0.5999999999999999,2.0,1.4,0.6000000000000001,1.0,1.6,-0.6000000000000001,2.0,1.4,0.6000000000000001,1.0,1.5,-0.5,2.0,1.4,0.6000000000000001
St. Gilloise,Standard,8,14.0,7.0,11.0,16.0,1.4,1.0,0.3999999999999999,0.4,0.2,0.2,1.7,0.9,0.7999999999999999,0.7,1.2,-0.5,1.65,1.05,0.5999999999999999,1.25,1.5,-0.25
Westerlo,Anderlecht,4,13.0,7.0,7.0,14.0,1.6,1.8,-0.1999999999999999,1.6,1.2,0.4000000000000001,1.1,2.0,-0.8999999999999999,1.4,0.9,0.4999999999999999,1.1,1.55,-0.4499999999999999,1.6,0.95,0.6500000000000001
Cercle Brugge,Club Brugge,12,17.0,10.0,10.0,17.0,1.2,1.2,0.0,1.2,1.4,-0.1999999999999999,1.4,0.9,0.4999999999999999,1.4,1.5,-0.1,1.8,0.9,0.9,1.5,1.25,0.25
Antwerp,Gent,10,6.0,14.0,14.0,6.0,1.4,0.8,0.5999999999999999,1.6,1.0,0.6000000000000001,2.0,1.0,1.0,1.4,1.5,-0.1,2.3,1.05,1.2499999999999998,1.1,1.35,-0.25
Charleroi,Mechelen,10,20.0,14.0,14.0,20.0,1.0,1.6,-0.6000000000000001,1.2,0.6,0.6,1.6,1.6,0.0,1.7,0.7,1.0,1.75,1.5,0.25,1.05,1.05,0.0
Standard,Antwerp,10,16.0,11.0,14.0,6.0,1.2,0.8,0.3999999999999999,1.6,1.0,0.6000000000000001,1.2,1.1,0.0999999999999998,1.4,1.5,-0.1,1.05,1.1,-0.05,1.1,1.35,-0.25
Oud-Heverlee Leuven,St Truiden,10,16.0,11.0,10.0,7.0,1.2,0.8,0.3999999999999999,1.0,2.8,-1.7999999999999998,1.2,1.1,0.0999999999999998,1.1,2.1,-1.0,1.05,1.1,-0.05,1.15,1.9,-0.75
Club Brugge,Charleroi,12,17.0,10.0,14.0,20.0,1.2,1.2,0.0,1.2,0.6,0.6,1.4,0.9,0.4999999999999999,1.7,0.7,1.0,1.8,0.9,0.9,1.05,1.05,0.0
Beerschot VA,Westerlo,0,0.0,0.0,7.0,13.0,1.0,2.4,-1.4,2.6,2.0,0.6000000000000001,0.9,2.7,-1.8000000000000005,2.0,1.9,0.1,1.15,2.7,-1.5500000000000005,1.55,1.95,-0.3999999999999999
Anderlecht,Cercle Brugge,8,14.0,7.0,10.0,17.0,1.4,1.0,0.3999999999999999,1.2,1.4,-0.1999999999999999,1.7,0.9,0.7999999999999999,1.4,1.5,-0.1,1.65,1.05,0.5999999999999999,1.5,1.25,0.25
Genk,St. Gilloise,4,13.0,7.0,7.0,14.0,1.6,1.8,-0.1999999999999999,1.6,1.2,0.4000000000000001,1.1,2.0,-0.8999999999999999,1.4,0.9,0.4999999999999999,1.1,1.55,-0.4499999999999999,1.6,0.95,0.6500000000000001
Gent,Kortrijk,10,6.0,14.0,10.0,7.0,1.4,0.8,0.5999999999999999,1.0,2.8,-1.7999999999999998,2.0,1.0,1.0,1.1,2.1,-1.0,2.3,1.05,1.2499999999999998,1.15,1.9,-0.75
Mechelen,Dender,10,20.0,14.0,0.0,0.0,1.0,1.6,-0.6000000000000001,2.0,1.4,0.6000000000000001,1.6,1.6,0.0,2.0,1.4,0.6000000000000001,1.75,1.5,0.25,2.0,1.4,0.6000000000000001
