HomeTeam,AwayTeam,FTR,head_to_head_games,head_to_head_goals_scored_home_team,head_to_head_goals_conceded_home_team,head_to_head_goals_scored_away_team,head_to_head_goals_conceded_away_team,home_average_goals_scored_5,home_average_goals_conceded_5,home_average_goal_difference_5,away_average_goals_scored_5,away_average_goals_conceded_5,away_average_goal_difference_5,home_average_goals_scored_10,home_average_goals_conceded_10,home_average_goal_difference_10,away_average_goals_scored_10,away_average_goals_conceded_10,away_average_goal_difference_10,home_average_goals_scored_20,home_average_goals_conceded_20,home_average_goal_difference_20,away_average_goals_scored_20,away_average_goals_conceded_20,away_average_goal_difference_20
Kortrijk,Anderlecht,A,2,4.0,2.0,2.0,4.0,1.4,1.2,0.19999999999999996,1.8,1.6,0.19999999999999996,1.1,1.1,0.0,2.4,1.4,1.0,1.35,1.15,0.20000000000000018,2.05,1.1,0.9499999999999997
Anderlecht,Oud-Heverlee Leuven,D,0,0.0,0.0,0.0,0.0,1.8,1.6,0.19999999999999996,2.0,1.4,0.6000000000000001,2.5,1.2,1.3,0.0,0.0,0.0,1.95,1.0,0.95,0.0,0.0,0.0
Genk,Charleroi,H,2,2.0,2.0,2.0,2.0,1.8,2.2,-0.40000000000000013,1.8,0.8,1.0,1.7,1.7,0.0,2.0,0.6,1.4,1.65,1.5,0.1499999999999999,1.85,0.6,1.25
Mouscron,Eupen,A,2,3.0,2.0,2.0,3.0,0.2,1.8,-1.6,1.4,1.4,0.0,0.5,1.4,-0.8999999999999999,1.1,1.4,-0.2999999999999998,0.9,1.5,-0.6,1.1,1.7,-0.5999999999999999
Waregem,Antwerp,A,2,3.0,2.0,2.0,3.0,0.8,2.4,-1.5999999999999999,2.4,1.6,0.7999999999999998,1.2,2.7,-1.5000000000000002,1.9,1.2,0.7,1.25,2.4,-1.15,1.55,0.95,0.6000000000000001
Standard,Club Brugge,D,2,1.0,1.0,1.0,1.0,1.8,1.0,0.8,3.4,0.6,2.8,1.2,0.8,0.3999999999999999,2.5,0.7,1.8,1.3,1.05,0.25,2.05,0.6,1.4499999999999997
Beerschot VA,St Truiden,H,0,0.0,0.0,0.0,0.0,2.0,3.0,-1.0,0.6,1.8,-1.2000000000000002,0.0,0.0,0.0,0.6,1.6,-1.0,0.0,0.0,0.0,1.0,1.7,-0.7
Mechelen,Kortrijk,A,2,4.0,3.0,3.0,4.0,0.8,1.8,-1.0,1.2,1.0,0.19999999999999996,1.3,1.5,-0.19999999999999996,1.1,1.2,-0.09999999999999987,1.4,1.55,-0.15000000000000013,1.3,1.15,0.15000000000000013
Cercle Brugge,Gent,H,2,3.0,3.0,3.0,3.0,1.2,1.2,0.0,2.0,1.2,0.8,1.3,1.2,0.10000000000000009,1.3,1.6,-0.30000000000000004,1.15,1.25,-0.10000000000000009,1.8,1.25,0.55
Oostende,Mouscron,H,2,3.0,5.0,5.0,3.0,1.6,1.0,0.6000000000000001,0.4,1.4,-0.9999999999999999,1.3,1.6,-0.30000000000000004,0.5,1.2,-0.7,1.05,1.75,-0.7,0.9,1.4,-0.4999999999999999
Charleroi,Standard,A,2,3.0,1.0,1.0,3.0,2.2,0.6,1.6,1.4,0.8,0.5999999999999999,1.9,0.5,1.4,1.1,0.7,0.40000000000000013,1.8,0.5,1.3,1.3,1.05,0.25
Gent,Beerschot VA,H,0,0.0,0.0,0.0,0.0,1.0,1.2,-0.19999999999999996,2.0,2.0,0.0,1.2,1.6,-0.40000000000000013,0.0,0.0,0.0,1.65,1.2,0.44999999999999996,0.0,0.0,0.0
Club Brugge,Anderlecht,H,2,4.0,2.0,2.0,4.0,2.8,0.8,1.9999999999999998,2.0,1.2,0.8,2.3,0.7,1.5999999999999999,3.1,1.0,2.1,2.0,0.65,1.35,2.05,1.0,1.0499999999999998
St Truiden,Kortrijk,D,2,2.0,4.0,4.0,2.0,0.6,1.8,-1.2000000000000002,1.2,1.0,0.19999999999999996,0.7,2.0,-1.3,1.1,1.3,-0.19999999999999996,1.1,1.75,-0.6499999999999999,1.3,1.25,0.050000000000000044
Eupen,Cercle Brugge,A,2,3.0,1.0,1.0,3.0,1.2,1.0,0.19999999999999996,1.4,1.4,0.0,1.1,1.8,-0.7,1.2,1.1,0.09999999999999987,1.05,1.65,-0.5999999999999999,1.1,1.3,-0.19999999999999996
Oud-Heverlee Leuven,Waregem,H,0,0.0,0.0,0.0,0.0,1.8,1.8,0.0,1.4,2.2,-0.8000000000000003,0.0,0.0,0.0,1.2,2.6,-1.4000000000000001,0.0,0.0,0.0,1.25,2.3,-1.0499999999999998
Waasland-Beveren,Genk,D,2,1.0,8.0,8.0,1.0,1.4,3.6,-2.2,1.6,2.0,-0.3999999999999999,1.1,2.9,-1.7999999999999998,1.7,1.6,0.09999999999999987,0.9,2.5,-1.6,1.65,1.55,0.09999999999999987
Antwerp,Mechelen,H,2,2.0,3.0,3.0,2.0,1.8,1.4,0.40000000000000013,1.0,1.6,-0.6000000000000001,1.5,1.2,0.30000000000000004,1.6,1.1,0.5,1.4,0.9,0.4999999999999999,1.35,1.4,-0.04999999999999982
Genk,Oostende,D,2,7.0,3.0,3.0,7.0,1.4,1.8,-0.40000000000000013,1.2,0.8,0.3999999999999999,1.6,1.7,-0.09999999999999987,1.1,1.7,-0.5999999999999999,1.65,1.55,0.09999999999999987,0.95,1.75,-0.8
Mouscron,Charleroi,D,2,1.0,2.0,2.0,1.0,0.2,1.4,-1.2,2.2,0.4,1.8000000000000003,0.6,1.2,-0.6,1.9,0.5,1.4,0.95,1.45,-0.5,1.85,0.45,1.4000000000000001
Club Brugge,Cercle Brugge,H,2,4.0,1.0,1.0,4.0,3.2,0.6,2.6,1.6,1.2,0.40000000000000013,2.3,0.7,1.5999999999999999,1.2,0.9,0.29999999999999993,1.95,0.6,1.35,1.1,1.25,-0.1499999999999999
Anderlecht,Eupen,D,2,6.0,1.0,1.0,6.0,2.4,1.2,1.2,1.0,1.6,-0.6000000000000001,3.0,1.1,1.9,1.2,2.0,-0.8,2.0,0.95,1.05,1.05,1.7,-0.6499999999999999
Standard,Waregem,D,1,4.0,0.0,0.0,4.0,1.4,0.6,0.7999999999999999,1.2,2.4,-1.2,1.2,0.6,0.6,1.1,2.6,-1.5,1.3,1.0,0.30000000000000004,1.25,2.2,-0.9500000000000002
Gent,Oud-Heverlee Leuven,A,0,0.0,0.0,0.0,0.0,0.8,1.0,-0.19999999999999996,1.4,1.6,-0.20000000000000018,1.3,1.5,-0.19999999999999996,0.0,0.0,0.0,1.6,1.1,0.5,0.0,0.0,0.0
Mechelen,St Truiden,H,2,4.0,2.0,2.0,4.0,0.8,1.6,-0.8,0.8,2.0,-1.2,1.6,1.1,0.5,0.7,1.9,-1.2,1.25,1.5,-0.25,1.15,1.8,-0.6500000000000001
Beerschot VA,Waasland-Beveren,H,0,0.0,0.0,0.0,0.0,2.0,1.8,0.19999999999999996,1.2,3.4,-2.2,0.0,0.0,0.0,1.0,2.8,-1.7999999999999998,0.0,0.0,0.0,0.85,2.4,-1.5499999999999998
Kortrijk,Antwerp,A,2,1.0,4.0,4.0,1.0,1.4,0.6,0.7999999999999999,1.4,1.6,-0.20000000000000018,1.3,1.0,0.30000000000000004,1.3,1.2,0.10000000000000009,1.25,1.1,0.1499999999999999,1.3,0.9,0.4
Cercle Brugge,St Truiden,H,2,3.0,1.0,1.0,3.0,1.0,1.4,-0.3999999999999999,1.2,1.6,-0.40000000000000013,1.2,1.1,0.09999999999999987,1.2,1.8,-0.6000000000000001,1.05,1.3,-0.25,1.2,1.75,-0.55
Antwerp,Eupen,D,2,5.0,1.0,1.0,5.0,1.2,1.4,-0.19999999999999996,0.8,1.4,-0.5999999999999999,1.2,1.1,0.09999999999999987,1.2,2.3,-1.0999999999999999,1.35,0.9,0.45000000000000007,0.95,1.65,-0.7
Genk,Mechelen,H,1,1.0,3.0,3.0,1.0,1.2,1.8,-0.6000000000000001,1.0,1.4,-0.3999999999999999,1.4,1.7,-0.30000000000000004,1.6,1.0,0.6000000000000001,1.5,1.6,-0.10000000000000009,1.3,1.4,-0.09999999999999987
Standard,Kortrijk,H,2,3.0,4.0,4.0,3.0,1.2,0.4,0.7999999999999999,1.4,0.8,0.5999999999999999,1.0,0.5,0.5,1.4,0.9,0.4999999999999999,1.25,1.05,0.19999999999999996,1.25,1.15,0.10000000000000009
Waregem,Club Brugge,A,2,0.0,6.0,6.0,0.0,1.4,1.6,-0.20000000000000018,2.0,0.8,1.2,1.1,2.4,-1.2999999999999998,1.7,0.7,1.0,1.3,2.0,-0.7,1.75,0.6,1.15
Waasland-Beveren,Anderlecht,A,2,0.0,3.0,3.0,0.0,1.4,2.8,-1.4,2.0,1.2,0.8,0.9,2.6,-1.7000000000000002,2.7,1.0,1.7000000000000002,0.9,2.25,-1.35,1.9,0.9,0.9999999999999999
Mouscron,Gent,A,2,3.0,4.0,4.0,3.0,0.4,1.4,-0.9999999999999999,0.8,1.4,-0.5999999999999999,0.9,1.2,-0.29999999999999993,1.3,1.6,-0.30000000000000004,1.05,1.5,-0.44999999999999996,1.65,1.25,0.3999999999999999
Oostende,Oud-Heverlee Leuven,H,0,0.0,0.0,0.0,0.0,0.8,1.0,-0.19999999999999996,1.4,1.2,0.19999999999999996,0.9,1.9,-0.9999999999999999,0.0,0.0,0.0,0.9,1.8,-0.9,0.0,0.0,0.0
Charleroi,Beerschot VA,H,0,0.0,0.0,0.0,0.0,1.8,0.2,1.6,2.2,1.4,0.8000000000000003,1.8,0.5,1.3,0.0,0.0,0.0,1.85,0.45,1.4000000000000001,0.0,0.0,0.0
Beerschot VA,Genk,H,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.2,0.40000000000000013,0.0,0.0,0.0,1.3,1.2,0.10000000000000009,0.0,0.0,0.0,1.4,1.45,-0.050000000000000044
Kortrijk,Mouscron,H,2,1.0,4.0,4.0,1.0,0.8,1.0,-0.19999999999999996,0.6,0.8,-0.20000000000000007,1.4,1.0,0.3999999999999999,0.9,1.0,-0.09999999999999998,1.1,1.3,-0.19999999999999996,1.2,1.4,-0.19999999999999996
Waregem,Charleroi,A,2,3.0,5.0,5.0,3.0,1.4,2.6,-1.2000000000000002,2.2,0.4,1.8000000000000003,1.6,2.2,-0.6000000000000001,2.0,0.5,1.5,1.4,1.95,-0.55,1.8,0.45,1.35
St Truiden,Antwerp,A,2,1.0,3.0,3.0,1.0,0.8,1.0,-0.19999999999999996,0.8,1.0,-0.19999999999999996,1.0,1.6,-0.6000000000000001,0.9,1.0,-0.09999999999999998,1.15,1.6,-0.4500000000000002,1.3,0.85,0.45000000000000007
Anderlecht,Cercle Brugge,H,2,4.0,2.0,2.0,4.0,3.0,1.2,1.8,1.2,1.4,-0.19999999999999996,2.6,1.0,1.6,1.2,1.0,0.19999999999999996,1.9,0.95,0.95,1.1,1.3,-0.19999999999999996
Club Brugge,Waasland-Beveren,H,2,5.0,2.0,2.0,5.0,1.6,0.8,0.8,1.2,2.2,-1.0000000000000002,1.4,0.6,0.7999999999999999,0.8,2.7,-1.9000000000000001,1.6,0.65,0.9500000000000001,0.9,2.15,-1.25
Oud-Heverlee Leuven,Standard,H,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.2,1.0,0.0,0.0,0.0,1.1,0.7,0.40000000000000013,0.0,0.0,0.0,1.3,1.15,0.15000000000000013
Mechelen,Oostende,A,2,2.0,2.0,2.0,2.0,1.2,1.4,-0.19999999999999996,1.0,1.8,-0.8,1.8,1.2,0.6000000000000001,0.9,1.9,-0.9999999999999999,1.4,1.45,-0.050000000000000044,0.85,1.85,-1.0
Eupen,Gent,H,2,3.0,9.0,9.0,3.0,0.6,1.4,-0.7999999999999999,0.8,1.8,-1.0,1.1,2.2,-1.1,1.5,1.4,0.10000000000000009,0.95,1.6,-0.6500000000000001,1.7,1.15,0.55
Gent,Mechelen,H,2,6.0,0.0,0.0,6.0,0.6,2.0,-1.4,1.8,1.2,0.6000000000000001,1.8,1.5,0.30000000000000004,1.8,1.4,0.40000000000000013,1.8,1.2,0.6000000000000001,1.45,1.5,-0.050000000000000044
Charleroi,Antwerp,H,2,3.0,2.0,2.0,3.0,2.2,0.4,1.8000000000000003,1.4,0.8,0.5999999999999999,1.8,0.6,1.2000000000000002,1.1,0.9,0.20000000000000007,1.8,0.55,1.25,1.35,0.9,0.45000000000000007
Beerschot VA,Standard,A,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,1.0,0.8,0.19999999999999996,0.0,0.0,0.0,1.25,1.15,0.10000000000000009
Genk,Club Brugge,A,2,2.0,3.0,3.0,2.0,1.6,1.2,0.40000000000000013,1.6,0.8,0.8,1.3,1.4,-0.09999999999999987,1.2,0.5,0.7,1.45,1.45,0.0,1.65,0.6,1.0499999999999998
Mouscron,Waregem,A,2,4.0,3.0,3.0,4.0,0.8,1.0,-0.19999999999999996,1.6,3.0,-1.4,1.0,1.2,-0.19999999999999996,1.6,2.4,-0.7999999999999998,1.3,1.45,-0.1499999999999999,1.35,2.05,-0.6999999999999997
Cercle Brugge,Kortrijk,A,2,1.0,4.0,4.0,1.0,1.4,1.2,0.19999999999999996,1.0,1.4,-0.3999999999999999,1.3,1.1,0.19999999999999996,1.5,1.2,0.30000000000000004,1.2,1.35,-0.15000000000000013,1.1,1.4,-0.2999999999999998
Waasland-Beveren,Oud-Heverlee Leuven,A,0,0.0,0.0,0.0,0.0,1.0,2.2,-1.2000000000000002,0.0,0.0,0.0,0.7,2.5,-1.8,0.0,0.0,0.0,0.85,2.1,-1.25,0.0,0.0,0.0
Eupen,St Truiden,D,2,2.0,7.0,7.0,2.0,0.8,1.4,-0.5999999999999999,0.6,1.4,-0.7999999999999999,1.1,2.1,-1.0,1.2,1.6,-0.40000000000000013,1.0,1.6,-0.6000000000000001,1.2,1.6,-0.40000000000000013
Oostende,Anderlecht,D,2,5.0,3.0,3.0,5.0,0.8,2.0,-1.2,3.2,0.8,2.4000000000000004,0.8,1.9,-1.0999999999999999,2.6,0.9,1.7000000000000002,0.75,1.8,-1.05,1.95,1.0,0.95
St Truiden,Oostende,D,2,1.0,1.0,1.0,1.0,0.8,2.2,-1.4000000000000001,1.0,2.2,-1.2000000000000002,1.4,1.6,-0.20000000000000018,0.8,2.0,-1.2,1.2,1.6,-0.40000000000000013,0.75,1.9,-1.15
Anderlecht,Mouscron,D,2,1.0,0.0,0.0,1.0,4.2,0.8,3.4000000000000004,0.6,1.0,-0.4,2.6,1.0,1.6,1.0,1.4,-0.3999999999999999,1.9,0.95,0.95,1.25,1.45,-0.19999999999999996
Club Brugge,Beerschot VA,A,0,0.0,0.0,0.0,0.0,1.8,0.6,1.2000000000000002,0.0,0.0,0.0,1.4,0.6,0.7999999999999999,0.0,0.0,0.0,1.75,0.55,1.2,0.0,0.0,0.0
Standard,Genk,D,2,4.0,1.0,1.0,4.0,0.8,0.6,0.20000000000000007,1.8,1.2,0.6000000000000001,1.3,1.0,0.30000000000000004,1.6,1.4,0.20000000000000018,1.3,1.2,0.10000000000000009,1.5,1.45,0.050000000000000044
Antwerp,Gent,H,2,4.0,3.0,3.0,4.0,1.2,1.0,0.19999999999999996,1.4,2.0,-0.6000000000000001,1.2,1.0,0.19999999999999996,2.1,1.5,0.6000000000000001,1.4,1.0,0.3999999999999999,1.95,1.3,0.6499999999999999
Mechelen,Cercle Brugge,A,2,5.0,4.0,4.0,5.0,2.2,0.6,1.6,1.0,0.8,0.19999999999999996,1.8,1.4,0.40000000000000013,1.1,1.1,0.0,1.5,1.4,0.10000000000000009,1.05,1.3,-0.25
Oud-Heverlee Leuven,Charleroi,A,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.4,1.2000000000000002,0.0,0.0,0.0,1.5,0.5,1.0,0.0,0.0,0.0,1.7,0.5,1.2
Waregem,Waasland-Beveren,H,2,7.0,1.0,1.0,7.0,1.0,3.0,-2.0,0.8,2.2,-1.4000000000000001,1.2,2.6,-1.4000000000000001,0.7,2.1,-1.4000000000000001,1.25,2.0,-0.75,0.85,2.05,-1.1999999999999997
Kortrijk,Eupen,D,2,3.0,3.0,3.0,3.0,1.0,1.6,-0.6000000000000001,1.0,2.6,-1.6,1.5,1.4,0.10000000000000009,1.2,2.2,-1.0000000000000002,1.15,1.55,-0.40000000000000013,1.0,1.6,-0.6000000000000001
Waasland-Beveren,Standard,A,2,2.0,3.0,3.0,2.0,0.8,2.2,-1.4000000000000001,1.0,0.6,0.4,0.7,1.9,-1.2,1.1,1.0,0.10000000000000009,0.8,2.05,-1.2499999999999998,1.25,1.15,0.10000000000000009
Anderlecht,St Truiden,H,1,4.0,1.0,1.0,4.0,3.6,1.0,2.6,0.6,1.8,-1.2000000000000002,2.3,0.9,1.4,1.3,1.4,-0.09999999999999987,1.95,0.95,1.0,1.2,1.65,-0.44999999999999996
Beerschot VA,Waregem,H,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.8,-1.7999999999999998,0.0,0.0,0.0,1.1,2.7,-1.6,0.0,0.0,0.0,1.2,1.95,-0.75
Eupen,Club Brugge,A,1,0.0,0.0,0.0,0.0,1.4,2.4,-1.0,1.4,0.8,0.5999999999999999,1.3,2.0,-0.7,1.2,0.7,0.5,1.15,1.5,-0.3500000000000001,1.6,0.6,1.0
Cercle Brugge,Antwerp,H,2,2.0,5.0,5.0,2.0,0.8,0.6,0.20000000000000007,1.2,0.8,0.3999999999999999,0.9,1.1,-0.20000000000000007,1.1,0.8,0.30000000000000004,0.95,1.4,-0.44999999999999996,1.5,0.95,0.55
Charleroi,Oostende,H,2,6.0,0.0,0.0,6.0,1.6,0.6,1.0,1.0,2.6,-1.6,1.5,0.6,0.9,0.8,2.4,-1.5999999999999999,1.7,0.5,1.2,0.85,2.0,-1.15
Gent,Kortrijk,A,2,4.0,0.0,0.0,4.0,1.8,2.0,-0.19999999999999996,1.2,1.4,-0.19999999999999996,2.1,1.3,0.8,1.4,1.3,0.09999999999999987,1.9,1.2,0.7,1.15,1.5,-0.3500000000000001
Genk,Oud-Heverlee Leuven,D,0,0.0,0.0,0.0,0.0,1.8,1.6,0.19999999999999996,0.0,0.0,0.0,1.7,1.4,0.30000000000000004,0.0,0.0,0.0,1.45,1.45,0.0,0.0,0.0,0.0
Mouscron,Mechelen,A,2,3.0,4.0,4.0,3.0,1.0,1.0,0.0,2.4,0.6,1.7999999999999998,1.1,1.5,-0.3999999999999999,1.9,1.5,0.3999999999999999,1.25,1.45,-0.19999999999999996,1.6,1.45,0.15000000000000013
Oud-Heverlee Leuven,Eupen,D,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,3.2,-1.6,0.0,0.0,0.0,1.3,2.1,-0.8,0.0,0.0,0.0,1.1,1.55,-0.44999999999999996
Oostende,Beerschot VA,A,0,0.0,0.0,0.0,0.0,1.0,2.8,-1.7999999999999998,0.0,0.0,0.0,0.7,2.3,-1.5999999999999999,0.0,0.0,0.0,0.85,2.05,-1.1999999999999997,0.0,0.0,0.0
Kortrijk,Waasland-Beveren,A,2,3.0,4.0,4.0,3.0,1.4,1.0,0.3999999999999999,0.4,2.4,-2.0,1.5,1.1,0.3999999999999999,0.6,1.9,-1.2999999999999998,1.3,1.35,-0.050000000000000044,0.8,2.05,-1.2499999999999998
Mechelen,Anderlecht,D,2,2.0,0.0,0.0,2.0,2.2,0.6,1.6,3.4,0.8,2.5999999999999996,1.8,1.3,0.5,2.3,0.7,1.5999999999999999,1.6,1.35,0.25,1.95,0.9,1.0499999999999998
Waregem,Genk,A,2,2.0,3.0,3.0,2.0,0.8,3.2,-2.4000000000000004,1.6,1.6,0.0,1.0,2.7,-1.7000000000000002,1.5,1.5,0.0,1.45,1.85,-0.40000000000000013,1.45,1.45,0.0
St Truiden,Gent,H,2,1.0,4.0,4.0,1.0,1.2,2.0,-0.8,1.8,1.8,0.0,1.2,1.4,-0.19999999999999996,2.1,1.2,0.9000000000000001,1.1,1.8,-0.7,1.95,1.1,0.8499999999999999
Antwerp,Mouscron,D,1,1.0,3.0,3.0,1.0,1.2,0.8,0.3999999999999999,1.4,1.0,0.3999999999999999,1.1,0.8,0.30000000000000004,1.1,1.5,-0.3999999999999999,1.5,1.05,0.44999999999999996,1.25,1.5,-0.25
Standard,Cercle Brugge,H,2,4.0,1.0,1.0,4.0,0.8,0.6,0.20000000000000007,1.4,0.8,0.5999999999999999,1.1,1.2,-0.09999999999999987,1.1,1.0,0.10000000000000009,1.3,1.25,0.050000000000000044,0.95,1.65,-0.7
Club Brugge,Charleroi,A,2,1.0,0.0,0.0,1.0,1.4,0.6,0.7999999999999999,1.8,0.8,1.0,1.6,0.6,1.0,1.9,0.6,1.2999999999999998,1.65,0.55,1.0999999999999999,1.8,0.5,1.3
Anderlecht,Waregem,H,1,2.0,1.0,1.0,2.0,2.2,0.8,1.4000000000000001,1.8,1.8,0.0,1.7,0.8,0.8999999999999999,1.5,2.1,-0.6000000000000001,1.6,0.9,0.7000000000000001,1.55,1.6,-0.050000000000000044
Club Brugge,Cercle Brugge,H,1,2.0,0.0,0.0,2.0,1.2,0.4,0.7999999999999999,1.2,0.6,0.6,1.5,0.6,0.9,1.0,1.1,-0.10000000000000009,1.75,0.5,1.25,0.95,1.65,-0.7
Gent,Charleroi,A,1,1.0,1.0,1.0,1.0,2.2,1.0,1.2000000000000002,1.8,0.6,1.2000000000000002,2.1,1.0,1.1,1.6,0.6,1.0,1.9,1.1,0.7999999999999998,1.65,0.55,1.0999999999999999
Kortrijk,Antwerp,A,1,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.6,1.2,0.40000000000000013,1.1,0.8,0.30000000000000004,1.3,1.4,-0.09999999999999987,1.55,1.15,0.40000000000000013
Mechelen,Eupen,D,1,2.0,0.0,0.0,2.0,2.4,1.0,1.4,1.6,3.0,-1.4,1.7,1.5,0.19999999999999996,1.2,2.1,-0.9000000000000001,1.55,1.55,0.0,1.15,1.55,-0.40000000000000013
Mouscron,Waasland-Beveren,H,1,1.0,1.0,1.0,1.0,1.2,1.2,0.0,0.4,3.2,-2.8000000000000003,1.2,1.6,-0.40000000000000013,0.7,2.2,-1.5000000000000002,1.3,1.6,-0.30000000000000004,0.8,2.0,-1.2
Oostende,Genk,A,1,1.0,3.0,3.0,1.0,0.8,2.0,-1.2,1.0,1.2,-0.19999999999999996,0.7,2.0,-1.3,1.5,1.4,0.10000000000000009,0.8,1.9,-1.0999999999999999,1.4,1.5,-0.10000000000000009
Standard,St Truiden,D,1,1.0,2.0,2.0,1.0,1.0,1.2,-0.19999999999999996,1.2,2.2,-1.0000000000000002,1.2,1.3,-0.10000000000000009,1.3,1.9,-0.5999999999999999,1.35,1.3,0.050000000000000044,1.25,1.95,-0.7
Cercle Brugge,Gent,H,1,2.0,3.0,3.0,2.0,1.2,1.0,0.19999999999999996,3.0,1.0,2.0,1.0,1.3,-0.30000000000000004,2.3,0.9,1.4,0.95,1.8,-0.8500000000000001,2.0,1.05,0.95
Charleroi,Standard,H,1,1.0,1.0,1.0,1.0,1.4,0.8,0.5999999999999999,1.4,1.0,0.3999999999999999,1.7,0.6,1.1,1.4,1.3,0.09999999999999987,1.6,0.6,1.0,1.5,1.2,0.30000000000000004
Genk,Club Brugge,A,1,1.0,1.0,1.0,1.0,1.0,1.6,-0.6000000000000001,0.8,0.2,0.6000000000000001,1.6,1.3,0.30000000000000004,1.6,0.5,1.1,1.5,1.45,0.050000000000000044,1.9,0.45,1.45
Antwerp,Oostende,H,1,1.0,1.0,1.0,1.0,0.8,1.0,-0.19999999999999996,0.8,1.8,-1.0,1.2,0.7,0.5,0.6,1.8,-1.2000000000000002,1.45,1.15,0.30000000000000004,0.8,1.9,-1.0999999999999999
Eupen,Mouscron,H,1,0.0,2.0,2.0,0.0,1.4,2.8,-1.4,1.2,1.4,-0.19999999999999996,1.1,2.0,-0.8999999999999999,1.3,1.6,-0.30000000000000004,1.05,1.65,-0.5999999999999999,1.3,1.55,-0.25
Waregem,Kortrijk,D,1,0.0,2.0,2.0,0.0,1.6,1.8,-0.19999999999999996,2.0,1.0,1.0,1.3,2.1,-0.8,1.5,1.1,0.3999999999999999,1.55,1.6,-0.050000000000000044,1.3,1.45,-0.1499999999999999
Waasland-Beveren,Anderlecht,A,1,0.0,0.0,0.0,0.0,0.4,2.8,-2.4,2.0,1.0,1.0,0.7,2.3,-1.5999999999999999,1.4,0.8,0.5999999999999999,0.85,1.9,-1.0499999999999998,1.5,1.0,0.5
St Truiden,Mechelen,A,1,2.0,1.0,1.0,2.0,1.8,1.8,0.0,1.8,1.6,0.19999999999999996,1.4,1.8,-0.40000000000000013,1.5,1.6,-0.10000000000000009,1.4,1.8,-0.40000000000000013,1.55,1.65,-0.09999999999999987
Gent,St Truiden,H,1,0.0,0.0,0.0,0.0,2.8,1.0,1.7999999999999998,2.0,1.0,1.0,2.1,0.8,1.3,1.5,1.5,0.0,1.9,1.1,0.7999999999999998,1.4,1.65,-0.25
Anderlecht,Eupen,H,1,0.0,0.0,0.0,0.0,1.0,1.2,-0.19999999999999996,1.4,1.8,-0.40000000000000013,1.0,1.0,0.0,1.0,1.5,-0.5,1.25,1.05,0.19999999999999996,1.05,1.4,-0.34999999999999987
Club Brugge,Charleroi,H,1,0.0,0.0,0.0,0.0,1.0,0.6,0.4,1.4,0.6,0.7999999999999999,1.7,0.6,1.1,1.7,0.5,1.2,1.95,0.5,1.45,1.6,0.7,0.9000000000000001
Mechelen,Waasland-Beveren,H,1,3.0,1.0,1.0,3.0,1.4,2.2,-0.8000000000000003,0.6,2.0,-1.4,1.1,1.7,-0.5999999999999999,0.7,2.1,-1.4000000000000001,1.35,1.8,-0.44999999999999996,0.9,1.75,-0.85
Mouscron,Cercle Brugge,A,1,2.0,2.0,2.0,2.0,1.4,1.8,-0.40000000000000013,1.2,1.4,-0.19999999999999996,1.3,1.6,-0.30000000000000004,1.0,1.5,-0.5,1.4,1.5,-0.10000000000000009,0.9,1.9,-0.9999999999999999
Oostende,Waregem,D,1,0.0,2.0,2.0,0.0,0.6,1.8,-1.2000000000000002,1.4,2.2,-0.8000000000000003,0.8,1.9,-1.0999999999999999,1.3,2.0,-0.7,0.8,2.05,-1.2499999999999998,1.55,1.6,-0.050000000000000044
Standard,Antwerp,H,1,2.0,2.0,2.0,2.0,1.8,1.4,0.40000000000000013,1.2,1.0,0.19999999999999996,1.5,1.4,0.10000000000000009,1.3,0.6,0.7000000000000001,1.65,1.25,0.3999999999999999,1.6,1.15,0.4500000000000002
Kortrijk,Genk,A,1,1.0,2.0,2.0,1.0,2.0,1.2,0.8,1.4,1.6,-0.20000000000000018,1.5,1.2,0.30000000000000004,1.6,1.5,0.10000000000000009,1.3,1.5,-0.19999999999999996,1.5,1.55,-0.050000000000000044
Waregem,Mouscron,A,1,2.0,2.0,2.0,2.0,1.2,2.6,-1.4000000000000001,1.2,2.0,-0.8,1.4,1.8,-0.40000000000000013,1.3,1.7,-0.3999999999999999,1.6,1.5,0.10000000000000009,1.4,1.55,-0.15000000000000013
Genk,Standard,A,1,0.0,1.0,1.0,0.0,1.6,1.2,0.40000000000000013,1.2,1.4,-0.19999999999999996,1.7,1.4,0.30000000000000004,1.4,1.4,0.0,1.5,1.45,0.050000000000000044,1.5,1.25,0.25
Antwerp,Charleroi,D,1,1.0,2.0,2.0,1.0,1.0,0.8,0.19999999999999996,1.4,0.6,0.7999999999999999,1.3,0.6,0.7000000000000001,1.8,0.4,1.4,1.65,1.15,0.5,1.65,0.7,0.95
