HomeTeam,AwayTeam,FTR,head_to_head_games,head_to_head_goals_scored_home_team,head_to_head_goals_conceded_home_team,head_to_head_goals_scored_away_team,head_to_head_goals_conceded_away_team,home_average_goals_scored_5,home_average_goals_conceded_5,home_average_goal_difference_5,away_average_goals_scored_5,away_average_goals_conceded_5,away_average_goal_difference_5,home_average_goals_scored_10,home_average_goals_conceded_10,home_average_goal_difference_10,away_average_goals_scored_10,away_average_goals_conceded_10,away_average_goal_difference_10,home_average_goals_scored_20,home_average_goals_conceded_20,home_average_goal_difference_20,away_average_goals_scored_20,away_average_goals_conceded_20,away_average_goal_difference_20
Oostende,Seraing,D,1,3.0,2.0,2.0,3.0,0.6,1.4,-0.7999999999999999,0.4,2.2,-1.8000000000000003,0.6,1.4,-0.7999999999999999,0.5,1.8,-1.3,0.7,1.95,-1.25,0.6,2.0,-1.4
Waregem,St Truiden,A,5,10.0,5.0,5.0,10.0,1.0,1.6,-0.6000000000000001,1.4,0.6,0.7999999999999999,1.0,1.6,-0.6000000000000001,1.5,0.7,0.8,1.15,1.9,-0.75,1.2,1.1,0.09999999999999987
Beerschot VA,Club Brugge,A,3,3.0,6.0,6.0,3.0,1.0,2.2,-1.2000000000000002,3.6,0.8,2.8,1.3,2.2,-0.9000000000000001,2.4,0.8,1.5999999999999999,1.15,2.05,-0.8999999999999999,2.3,1.1,1.1999999999999997
St Truiden,Beerschot VA,H,3,5.0,6.0,6.0,5.0,1.0,0.2,0.8,0.6,2.0,-1.4,1.2,0.7,0.5,1.4,2.0,-0.6000000000000001,1.1,1.2,-0.09999999999999987,1.15,2.1,-0.9500000000000002
Gent,Anderlecht,H,5,6.0,6.0,6.0,6.0,2.0,0.2,1.8,1.8,0.4,1.4,1.5,0.6,0.9,1.5,0.7,0.8,1.5,0.75,0.75,2.2,0.95,1.2500000000000002
Kortrijk,Standard,A,5,8.0,7.0,7.0,8.0,1.6,1.8,-0.19999999999999996,0.2,0.6,-0.39999999999999997,1.1,1.7,-0.5999999999999999,0.7,1.0,-0.30000000000000004,1.25,1.35,-0.10000000000000009,0.9,1.3,-0.4
Club Brugge,Genk,H,5,11.0,7.0,7.0,11.0,3.4,0.6,2.8,1.6,1.2,0.40000000000000013,2.3,0.7,1.5999999999999999,1.8,1.1,0.7,2.2,1.1,1.1,1.85,1.35,0.5
Antwerp,Waregem,H,5,6.0,7.0,7.0,6.0,1.2,1.8,-0.6000000000000001,1.2,1.8,-0.6000000000000001,1.2,1.3,-0.10000000000000009,1.1,1.8,-0.7,1.55,1.1,0.44999999999999996,1.25,1.95,-0.7
Charleroi,Cercle Brugge,H,5,15.0,4.0,4.0,15.0,1.0,1.8,-0.8,2.0,1.4,0.6000000000000001,0.9,1.3,-0.4,1.8,1.0,0.8,1.4,1.45,-0.050000000000000044,1.7,1.0,0.7
Seraing,Oud-Heverlee Leuven,D,1,3.0,1.0,1.0,3.0,0.2,2.2,-2.0,1.0,2.2,-1.2000000000000002,0.4,2.1,-1.7000000000000002,1.7,1.7,0.0,0.6,2.1,-1.5,1.75,1.6,0.1499999999999999
Eupen,Mechelen,D,5,5.0,8.0,8.0,5.0,0.8,1.6,-0.8,1.6,2.0,-0.3999999999999999,0.6,1.7,-1.1,1.6,1.9,-0.2999999999999998,0.75,1.95,-1.2,1.7,1.85,-0.15000000000000013
St. Gilloise,Oostende,D,1,7.0,1.0,1.0,7.0,2.0,0.8,1.2,0.4,1.8,-1.4,1.9,0.5,1.4,0.6,1.5,-0.9,2.25,0.7,1.55,0.65,1.95,-1.2999999999999998
Standard,Seraing,A,1,1.0,0.0,0.0,1.0,0.2,0.8,-0.6000000000000001,0.0,2.6,-2.6,0.8,1.0,-0.19999999999999996,0.3,2.3,-1.9999999999999998,1.0,1.35,-0.3500000000000001,0.65,2.3,-1.65
Beerschot VA,Gent,A,3,4.0,8.0,8.0,4.0,1.0,1.8,-0.8,2.0,0.4,1.6,1.5,2.2,-0.7000000000000002,1.3,0.6,0.7000000000000001,1.15,2.05,-0.8999999999999999,1.5,0.75,0.75
Genk,St Truiden,A,5,12.0,7.0,7.0,12.0,2.0,1.0,1.0,1.4,0.4,0.9999999999999999,2.2,1.0,1.2000000000000002,1.3,0.7,0.6000000000000001,1.85,1.4,0.4500000000000002,1.15,1.3,-0.15000000000000013
Anderlecht,Antwerp,H,5,6.0,5.0,5.0,6.0,2.2,0.4,1.8000000000000003,1.0,1.8,-0.8,2.0,0.6,1.4,1.4,1.1,0.2999999999999998,2.2,1.0,1.2000000000000002,1.55,1.1,0.44999999999999996
Oostende,Club Brugge,A,5,2.0,12.0,12.0,2.0,0.2,1.2,-1.0,3.0,0.8,2.2,0.5,1.6,-1.1,2.0,0.8,1.2,0.7,1.85,-1.1500000000000001,2.15,1.05,1.0999999999999999
Cercle Brugge,Kortrijk,H,5,5.0,6.0,6.0,5.0,1.8,1.6,0.19999999999999996,1.8,2.0,-0.19999999999999996,1.8,1.0,0.8,1.3,1.7,-0.3999999999999999,1.65,1.1,0.5499999999999998,1.25,1.35,-0.10000000000000009
Waregem,Eupen,H,5,8.0,5.0,5.0,8.0,0.6,1.8,-1.2000000000000002,1.0,1.8,-0.8,0.9,1.8,-0.9,0.6,1.6,-1.0,1.2,2.0,-0.8,0.75,1.9,-1.15
Mechelen,Charleroi,D,5,9.0,7.0,7.0,9.0,1.8,1.6,0.19999999999999996,1.0,1.4,-0.3999999999999999,1.6,1.7,-0.09999999999999987,0.7,1.4,-0.7,1.65,1.75,-0.10000000000000009,1.4,1.35,0.04999999999999982
Oud-Heverlee Leuven,St. Gilloise,A,1,3.0,1.0,1.0,3.0,1.2,1.6,-0.40000000000000013,1.6,0.6,1.0,1.9,1.3,0.5999999999999999,1.5,0.4,1.1,1.8,1.5,0.30000000000000004,2.25,0.75,1.5
Eupen,Oud-Heverlee Leuven,H,3,8.0,5.0,5.0,8.0,0.4,1.6,-1.2000000000000002,1.6,1.2,0.40000000000000013,0.3,1.9,-1.5999999999999999,2.0,1.1,0.8999999999999999,0.75,1.95,-1.2,1.75,1.35,0.3999999999999999
Gent,Waregem,H,5,13.0,8.0,8.0,13.0,1.6,0.4,1.2000000000000002,0.4,1.8,-1.4,1.3,0.6,0.7000000000000001,1.1,1.8,-0.7,1.4,0.75,0.6499999999999999,1.2,2.15,-0.95
Charleroi,Standard,D,5,9.0,6.0,6.0,9.0,1.2,1.4,-0.19999999999999996,0.4,1.0,-0.6,1.1,1.4,-0.2999999999999998,0.8,1.1,-0.30000000000000004,1.5,1.45,0.050000000000000044,1.05,1.5,-0.44999999999999996
Anderlecht,Oostende,H,5,9.0,10.0,10.0,9.0,1.6,0.6,1.0,0.4,1.2,-0.7999999999999999,1.9,0.8,1.0999999999999999,0.7,1.3,-0.6000000000000001,2.1,1.05,1.05,0.75,1.75,-1.0
Antwerp,Beerschot VA,H,3,6.0,3.0,3.0,6.0,1.0,1.6,-0.6000000000000001,1.2,2.0,-0.8,1.3,1.1,0.19999999999999996,1.4,2.7,-1.3000000000000003,1.5,1.05,0.44999999999999996,1.1,1.95,-0.8499999999999999
Seraing,Club Brugge,A,1,2.0,3.0,3.0,2.0,0.0,1.6,-1.6,2.2,0.8,1.4000000000000001,0.3,2.0,-1.7,1.7,1.0,0.7,0.9,2.1,-1.2000000000000002,1.95,1.1,0.8499999999999999
Kortrijk,St. Gilloise,A,1,0.0,2.0,2.0,0.0,1.4,1.8,-0.40000000000000013,1.2,0.2,1.0,1.3,1.4,-0.09999999999999987,1.5,0.4,1.1,1.25,1.3,-0.050000000000000044,2.25,0.65,1.6
Cercle Brugge,Genk,D,5,3.0,11.0,11.0,3.0,1.4,1.4,0.0,1.8,1.0,0.8,1.8,1.1,0.7,2.1,0.9,1.2000000000000002,1.55,1.15,0.40000000000000013,1.85,1.45,0.40000000000000013
St Truiden,Mechelen,D,5,5.0,7.0,7.0,5.0,1.2,0.4,0.7999999999999999,2.2,1.8,0.40000000000000013,1.3,0.8,0.5,1.7,1.9,-0.19999999999999996,1.15,1.3,-0.15000000000000013,1.75,1.75,0.0
Standard,Beerschot VA,H,3,7.0,0.0,0.0,7.0,0.4,1.4,-0.9999999999999999,1.8,2.4,-0.5999999999999999,0.8,1.3,-0.5,1.4,2.8,-1.4,1.05,1.6,-0.55,1.1,2.05,-0.9499999999999997
Waregem,Seraing,H,1,1.0,5.0,5.0,1.0,0.8,2.4,-1.5999999999999999,0.4,1.6,-1.2000000000000002,1.0,2.0,-1.0,0.3,2.1,-1.8,1.25,2.25,-1.0,0.9,2.2,-1.3000000000000003
Standard,Gent,A,5,5.0,10.0,10.0,5.0,0.8,1.2,-0.3999999999999999,1.6,0.6,1.0,1.1,1.4,-0.2999999999999998,1.5,1.0,0.5,1.05,1.6,-0.55,1.45,0.8,0.6499999999999999
Genk,Kortrijk,H,5,8.0,4.0,4.0,8.0,1.8,1.0,0.8,1.4,1.6,-0.20000000000000018,2.3,1.1,1.1999999999999997,1.5,1.2,0.30000000000000004,1.9,1.45,0.44999999999999996,1.35,1.3,0.050000000000000044
Club Brugge,Antwerp,H,5,5.0,5.0,5.0,5.0,1.4,0.6,0.7999999999999999,1.0,0.8,0.19999999999999996,1.7,1.0,0.7,1.6,0.9,0.7000000000000001,1.8,1.1,0.7,1.55,0.9,0.65
Oud-Heverlee Leuven,Anderlecht,D,3,5.0,4.0,4.0,5.0,1.8,1.4,0.40000000000000013,1.6,1.0,0.6000000000000001,2.1,1.5,0.6000000000000001,2.1,0.8,1.3,1.8,1.4,0.40000000000000013,2.2,1.15,1.0500000000000003
Mechelen,Cercle Brugge,D,5,9.0,10.0,10.0,9.0,2.2,1.6,0.6000000000000001,1.4,1.0,0.3999999999999999,1.9,2.0,-0.10000000000000009,1.8,0.9,0.9,1.75,1.65,0.10000000000000009,1.5,1.15,0.3500000000000001
Oostende,St Truiden,D,5,5.0,3.0,3.0,5.0,0.6,1.2,-0.6,1.4,0.6,0.7999999999999999,0.7,1.5,-0.8,1.3,1.0,0.30000000000000004,0.85,1.85,-1.0,1.25,1.35,-0.10000000000000009
St. Gilloise,Eupen,D,1,3.0,2.0,2.0,3.0,1.2,0.2,1.0,0.4,2.0,-1.6,1.7,0.4,1.2999999999999998,0.5,2.3,-1.7999999999999998,2.3,0.75,1.5499999999999998,0.9,1.95,-1.0499999999999998
Beerschot VA,Charleroi,A,3,5.0,9.0,9.0,5.0,1.6,2.2,-0.6000000000000001,0.8,1.2,-0.3999999999999999,1.2,2.6,-1.4000000000000001,1.0,1.6,-0.6000000000000001,1.05,2.05,-0.9999999999999998,1.35,1.45,-0.09999999999999987
Gent,Seraing,H,1,0.0,0.0,0.0,0.0,0.8,0.6,0.20000000000000007,0.6,1.4,-0.7999999999999999,1.2,1.0,0.19999999999999996,0.3,2.2,-1.9000000000000001,1.3,0.85,0.45000000000000007,0.95,2.1,-1.1500000000000001
St Truiden,Oud-Heverlee Leuven,H,3,6.0,7.0,7.0,6.0,1.6,0.8,0.8,2.0,1.6,0.3999999999999999,1.2,1.2,0.0,2.2,1.5,0.7000000000000002,1.2,1.45,-0.25,1.8,1.4,0.40000000000000013
Anderlecht,Genk,H,5,5.0,3.0,3.0,5.0,1.4,1.0,0.3999999999999999,2.0,1.0,1.0,2.4,0.8,1.5999999999999999,2.3,1.0,1.2999999999999998,2.15,1.2,0.95,2.0,1.55,0.44999999999999996
Eupen,Club Brugge,A,4,2.0,9.0,9.0,2.0,0.4,1.6,-1.2000000000000002,1.2,0.8,0.3999999999999999,0.5,2.0,-1.5,1.7,0.9,0.7999999999999999,0.95,1.85,-0.9000000000000001,1.7,1.05,0.6499999999999999
Antwerp,Mechelen,A,5,8.0,10.0,10.0,8.0,1.0,0.6,0.4,1.8,1.6,0.19999999999999996,1.7,1.0,0.7,1.7,2.1,-0.40000000000000013,1.7,0.9,0.7999999999999999,1.75,1.6,0.1499999999999999
Charleroi,St. Gilloise,A,1,0.0,4.0,4.0,0.0,0.8,0.6,0.20000000000000007,1.0,0.4,0.6,1.1,1.3,-0.19999999999999996,1.6,0.4,1.2000000000000002,1.35,1.35,0.0,2.25,0.8,1.45
Kortrijk,Waregem,H,5,8.0,7.0,7.0,8.0,0.6,1.8,-1.2000000000000002,1.0,1.6,-0.6000000000000001,1.2,1.3,-0.10000000000000009,1.0,1.8,-0.8,1.15,1.3,-0.15000000000000013,1.3,2.1,-0.8
Oostende,Standard,H,5,4.0,10.0,10.0,4.0,0.6,1.4,-0.7999999999999999,1.2,1.4,-0.19999999999999996,0.6,1.6,-1.0,1.1,1.6,-0.5,0.95,1.9,-0.95,1.1,1.55,-0.44999999999999996
Cercle Brugge,Beerschot VA,H,3,4.0,2.0,2.0,4.0,1.6,1.2,0.40000000000000013,2.2,2.0,0.20000000000000018,1.8,1.0,0.8,1.2,2.5,-1.3,1.45,1.25,0.19999999999999996,1.05,2.0,-0.95
Genk,Mechelen,H,4,5.0,5.0,5.0,5.0,2.0,1.0,1.0,1.6,1.8,-0.19999999999999996,2.0,1.0,1.0,1.7,1.8,-0.10000000000000009,1.9,1.55,0.34999999999999987,1.8,1.75,0.050000000000000044
Beerschot VA,Kortrijk,H,3,6.0,6.0,6.0,6.0,2.0,2.6,-0.6000000000000001,0.6,1.6,-1.0,1.0,2.6,-1.6,1.1,1.3,-0.19999999999999996,1.05,2.2,-1.1500000000000001,1.15,1.3,-0.15000000000000013
Club Brugge,Charleroi,H,5,3.0,2.0,2.0,3.0,1.2,0.8,0.3999999999999999,0.8,0.8,0.0,1.8,1.1,0.7,1.4,1.1,0.2999999999999998,1.75,1.05,0.7,1.5,1.35,0.1499999999999999
St. Gilloise,St Truiden,A,1,2.0,1.0,1.0,2.0,1.8,0.2,1.6,1.4,1.2,0.19999999999999996,1.8,0.4,1.4,1.2,1.4,-0.19999999999999996,2.3,0.8,1.4999999999999998,1.2,1.45,-0.25
Genk,Standard,H,5,4.0,7.0,7.0,4.0,2.4,1.0,1.4,1.4,1.2,0.19999999999999996,2.0,1.3,0.7,1.2,1.7,-0.5,1.85,1.6,0.25,1.1,1.65,-0.5499999999999998
Waregem,Anderlecht,A,5,6.0,18.0,18.0,6.0,1.0,1.8,-0.8,1.2,1.0,0.19999999999999996,1.1,1.9,-0.7999999999999998,2.5,0.9,1.6,1.35,2.2,-0.8500000000000001,2.1,1.15,0.9500000000000002
Mechelen,Oostende,H,5,6.0,7.0,7.0,6.0,1.4,1.8,-0.40000000000000013,0.8,1.2,-0.3999999999999999,1.5,2.1,-0.6000000000000001,0.8,1.4,-0.5999999999999999,1.75,1.85,-0.10000000000000009,0.95,1.9,-0.95
Oud-Heverlee Leuven,Cercle Brugge,H,3,3.0,5.0,5.0,3.0,2.4,1.2,1.2,1.6,0.6,1.0,1.9,1.4,0.5,1.8,0.7,1.1,1.75,1.35,0.3999999999999999,1.55,1.2,0.3500000000000001
Eupen,Gent,A,5,7.0,14.0,14.0,7.0,0.4,1.8,-1.4,1.0,1.0,0.0,0.6,2.1,-1.5,1.2,1.0,0.19999999999999996,0.95,1.85,-0.9000000000000001,1.25,0.9,0.35
Seraing,Antwerp,A,1,1.0,2.0,2.0,1.0,0.6,2.0,-1.4,1.2,0.8,0.3999999999999999,0.5,2.4,-1.9,1.7,1.0,0.7,0.95,2.1,-1.1500000000000001,1.75,0.95,0.8
Oud-Heverlee Leuven,Genk,H,3,3.0,8.0,8.0,3.0,2.6,1.0,1.6,2.4,0.8,1.5999999999999999,2.0,1.4,0.6000000000000001,1.9,1.3,0.5999999999999999,1.75,1.4,0.3500000000000001,1.85,1.5,0.3500000000000001
Waregem,Oostende,D,5,7.0,5.0,5.0,7.0,1.2,1.8,-0.6000000000000001,0.8,2.0,-1.2,1.3,1.9,-0.5999999999999999,0.8,1.7,-0.8999999999999999,1.45,2.2,-0.7500000000000002,0.95,2.0,-1.05
Genk,Waregem,H,5,14.0,7.0,7.0,14.0,2.8,1.2,1.5999999999999999,1.8,1.8,0.0,1.8,1.4,0.40000000000000013,1.4,1.9,-0.5,1.95,1.5,0.44999999999999996,1.55,2.2,-0.6500000000000001
Anderlecht,Eupen,H,5,8.0,5.0,5.0,8.0,1.8,0.8,1.0,0.2,1.4,-1.2,2.4,0.9,1.5,0.7,1.9,-1.2,2.25,1.2,1.05,0.95,1.75,-0.8
Mechelen,Beerschot VA,H,3,5.0,4.0,4.0,5.0,1.2,2.0,-0.8,1.6,3.4,-1.7999999999999998,1.4,2.0,-0.6000000000000001,1.0,2.3,-1.2999999999999998,1.75,1.8,-0.050000000000000044,1.05,2.2,-1.1500000000000001
Club Brugge,Gent,A,5,10.0,8.0,8.0,10.0,1.0,0.8,0.19999999999999996,0.6,0.8,-0.20000000000000007,2.0,1.1,0.8999999999999999,1.3,1.0,0.30000000000000004,1.75,1.25,0.5,1.25,1.0,0.25
Antwerp,St. Gilloise,A,1,2.0,1.0,1.0,2.0,1.8,0.4,1.4,1.4,0.2,1.2,2.0,0.8,1.2,1.7,0.7,1.0,1.8,0.85,0.9500000000000001,2.4,0.8,1.5999999999999999
Oostende,Oud-Heverlee Leuven,A,3,5.0,3.0,3.0,5.0,1.0,1.4,-0.3999999999999999,2.4,1.0,1.4,0.8,2.1,-1.3,1.8,1.6,0.19999999999999996,0.9,1.9,-0.9999999999999999,1.65,1.55,0.09999999999999987
Standard,Cercle Brugge,D,5,7.0,2.0,2.0,7.0,1.2,1.2,0.0,1.8,0.4,1.4,1.2,1.6,-0.40000000000000013,2.0,0.7,1.3,1.1,1.6,-0.5,1.5,1.2,0.30000000000000004
Kortrijk,St Truiden,A,5,6.0,4.0,4.0,6.0,0.8,1.4,-0.5999999999999999,1.2,1.0,0.19999999999999996,1.2,1.2,0.0,0.9,1.5,-0.6,1.2,1.25,-0.050000000000000044,1.1,1.4,-0.2999999999999998
Charleroi,Seraing,H,1,3.0,1.0,1.0,3.0,0.4,1.4,-0.9999999999999999,0.6,2.0,-1.4,1.3,1.4,-0.09999999999999987,0.7,2.2,-1.5000000000000002,1.65,1.45,0.19999999999999996,1.05,2.05,-0.9999999999999998
Kortrijk,Antwerp,A,5,5.0,11.0,11.0,5.0,1.2,1.0,0.19999999999999996,1.6,0.6,1.0,1.3,1.1,0.19999999999999996,1.9,1.0,0.8999999999999999,1.3,1.15,0.15000000000000013,1.8,0.95,0.8500000000000001
Kortrijk,Club Brugge,A,5,3.0,10.0,10.0,3.0,1.6,0.8,0.8,1.2,1.2,0.0,1.4,1.1,0.2999999999999998,2.0,1.3,0.7,1.3,1.2,0.10000000000000009,1.85,1.35,0.5
Standard,Mechelen,A,5,11.0,9.0,9.0,11.0,1.2,1.2,0.0,1.6,2.4,-0.7999999999999998,1.3,1.6,-0.30000000000000004,1.2,2.0,-0.8,1.1,1.5,-0.3999999999999999,1.65,1.85,-0.20000000000000018
Gent,Antwerp,A,5,3.0,7.0,7.0,3.0,1.0,0.8,0.19999999999999996,2.2,1.0,1.2000000000000002,1.5,1.0,0.5,2.0,1.0,1.0,1.55,1.0,0.55,1.8,1.0,0.8
St. Gilloise,Anderlecht,H,1,3.0,1.0,1.0,3.0,1.8,0.6,1.2000000000000002,2.2,1.0,1.2000000000000002,2.3,0.8,1.4999999999999998,2.5,0.9,1.6,2.4,0.95,1.45,2.25,1.2,1.05
Cercle Brugge,Oostende,A,4,3.0,7.0,7.0,3.0,2.2,0.8,1.4000000000000001,0.8,1.8,-1.0,2.1,0.8,1.3,0.7,2.2,-1.5000000000000002,1.55,1.25,0.30000000000000004,1.0,2.0,-1.0
Seraing,Eupen,D,1,2.0,1.0,1.0,2.0,0.6,2.4,-1.7999999999999998,0.2,2.2,-2.0,1.0,2.3,-1.2999999999999998,0.7,2.0,-1.3,1.15,2.1,-0.9500000000000002,1.15,1.8,-0.6500000000000001
Beerschot VA,Waregem,D,3,6.0,3.0,3.0,6.0,1.0,3.2,-2.2,1.2,1.6,-0.40000000000000013,0.8,2.1,-1.3,1.2,1.7,-0.5,0.9,2.1,-1.2000000000000002,1.4,2.25,-0.8500000000000001
St Truiden,Charleroi,A,5,5.0,5.0,5.0,5.0,1.4,1.2,0.19999999999999996,1.0,1.4,-0.3999999999999999,1.1,1.5,-0.3999999999999999,1.4,1.5,-0.10000000000000009,1.1,1.45,-0.34999999999999987,1.7,1.55,0.1499999999999999
Club Brugge,St. Gilloise,D,1,1.0,0.0,0.0,1.0,2.0,1.4,0.6000000000000001,2.2,0.6,1.6,2.2,1.5,0.7000000000000002,2.7,0.8,1.9000000000000001,2.05,1.35,0.6999999999999997,2.5,0.95,1.55
Anderlecht,Cercle Brugge,A,5,8.0,3.0,3.0,8.0,2.6,0.6,2.0,2.2,0.8,1.4000000000000001,2.5,0.9,1.6,2.0,0.9,1.1,2.35,1.15,1.2000000000000002,1.5,1.35,0.1499999999999999
Seraing,Beerschot VA,H,1,0.0,3.0,3.0,0.0,0.2,2.6,-2.4,0.8,3.0,-2.2,0.8,2.2,-1.4000000000000001,1.0,1.9,-0.8999999999999999,1.15,2.2,-1.0500000000000003,0.85,2.15,-1.2999999999999998
Eupen,Standard,A,5,3.0,12.0,12.0,3.0,0.6,2.6,-2.0,1.4,1.6,-0.20000000000000018,0.8,1.9,-1.0999999999999999,1.2,1.7,-0.5,1.25,1.75,-0.5,1.1,1.75,-0.6499999999999999
Waregem,Oud-Heverlee Leuven,D,3,4.0,6.0,6.0,4.0,1.0,2.0,-1.0,2.4,1.6,0.7999999999999998,1.3,2.2,-0.9000000000000001,1.8,1.5,0.30000000000000004,1.5,2.25,-0.75,1.6,1.7,-0.09999999999999987
Charleroi,Kortrijk,D,4,6.0,4.0,4.0,6.0,1.2,2.0,-0.8,1.8,0.8,1.0,1.3,1.8,-0.5,1.4,1.1,0.2999999999999998,1.7,1.55,0.1499999999999999,1.3,1.25,0.050000000000000044
Gent,Oostende,D,5,5.0,5.0,5.0,5.0,1.4,1.4,0.0,0.6,1.8,-1.2000000000000002,1.4,0.9,0.4999999999999999,0.8,2.5,-1.7,1.6,0.95,0.6500000000000001,1.0,1.95,-0.95
Antwerp,St Truiden,D,5,7.0,5.0,5.0,7.0,2.4,1.4,1.0,1.2,1.4,-0.19999999999999996,2.0,0.9,1.1,1.1,1.4,-0.2999999999999998,2.0,1.05,0.95,1.1,1.5,-0.3999999999999999
Cercle Brugge,Waregem,H,5,7.0,12.0,12.0,7.0,2.0,0.8,1.2,1.2,2.0,-0.8,1.7,0.9,0.7999999999999999,1.4,2.1,-0.7000000000000002,1.4,1.35,0.04999999999999982,1.5,2.2,-0.7000000000000002
Mechelen,Anderlecht,A,5,7.0,10.0,10.0,7.0,1.6,2.6,-1.0,3.4,0.6,2.8,1.6,2.1,-0.5,2.6,1.1,1.5,1.7,1.95,-0.25,2.45,1.15,1.3000000000000003
St. Gilloise,Genk,H,1,1.0,1.0,1.0,1.0,2.2,0.4,1.8000000000000003,2.6,1.0,1.6,2.7,0.7,2.0,2.3,1.4,0.8999999999999999,2.55,0.9,1.65,2.0,1.45,0.55
Standard,Club Brugge,D,5,5.0,7.0,7.0,5.0,1.0,1.8,-0.8,2.2,1.0,1.2000000000000002,1.1,1.6,-0.5,2.2,1.4,0.8000000000000003,1.1,1.7,-0.5999999999999999,2.0,1.3,0.7
Charleroi,Gent,D,5,8.0,9.0,9.0,8.0,1.4,2.0,-0.6000000000000001,1.6,1.4,0.20000000000000018,1.6,1.8,-0.19999999999999996,1.4,1.1,0.2999999999999998,1.75,1.6,0.1499999999999999,1.6,1.0,0.6000000000000001
Beerschot VA,Oud-Heverlee Leuven,H,3,5.0,2.0,2.0,5.0,0.2,3.0,-2.8,2.4,1.4,1.0,0.9,2.2,-1.3000000000000003,1.9,1.4,0.5,0.8,2.2,-1.4000000000000001,1.6,1.6,0.0
St Truiden,Seraing,H,1,0.0,2.0,2.0,0.0,0.8,1.6,-0.8,0.0,3.0,-3.0,0.9,1.5,-0.6,0.7,2.2,-1.5000000000000002,1.0,1.6,-0.6000000000000001,1.1,2.2,-1.1
Kortrijk,Eupen,D,5,5.0,7.0,7.0,5.0,1.6,1.0,0.6000000000000001,0.6,2.4,-1.7999999999999998,1.4,1.0,0.3999999999999999,0.7,2.1,-1.4000000000000001,1.3,1.2,0.10000000000000009,1.35,1.75,-0.3999999999999999
Oostende,Antwerp,A,5,5.0,9.0,9.0,5.0,0.8,1.6,-0.8,2.2,1.2,1.0000000000000002,0.7,2.4,-1.7,1.9,0.9,0.9999999999999999,1.15,2.0,-0.8500000000000001,1.9,1.05,0.8499999999999999
Seraing,St. Gilloise,A,1,2.0,4.0,4.0,2.0,0.4,2.8,-2.4,1.8,0.6,1.2000000000000002,0.8,2.1,-1.3,2.6,0.9,1.7000000000000002,1.15,2.0,-0.8500000000000001,2.35,0.95,1.4000000000000001
Genk,Beerschot VA,H,3,3.0,9.0,9.0,3.0,2.0,1.0,1.0,0.0,2.6,-2.6,1.9,1.6,0.2999999999999998,0.8,1.9,-1.0999999999999999,1.95,1.6,0.34999999999999987,0.75,2.05,-1.2999999999999998
Anderlecht,Standard,D,5,6.0,2.0,2.0,6.0,3.8,0.8,3.0,1.0,2.2,-1.2000000000000002,2.9,1.2,1.7,1.2,1.7,-0.5,2.45,1.15,1.3000000000000003,1.1,1.7,-0.5999999999999999
Eupen,Cercle Brugge,A,5,8.0,5.0,5.0,8.0,0.8,2.4,-1.5999999999999999,2.0,0.8,1.2,0.9,2.2,-1.3000000000000003,1.6,1.0,0.6000000000000001,1.4,1.7,-0.30000000000000004,1.35,1.4,-0.04999999999999982
Antwerp,Charleroi,H,5,5.0,7.0,7.0,5.0,2.2,1.2,1.0000000000000002,2.0,1.4,0.6000000000000001,1.7,1.1,0.5999999999999999,1.9,1.6,0.2999999999999998,1.85,1.2,0.6500000000000001,1.75,1.45,0.30000000000000004
Club Brugge,St Truiden,H,5,13.0,3.0,3.0,13.0,2.4,1.4,1.0,1.0,1.6,-0.6000000000000001,2.1,1.5,0.6000000000000001,1.0,1.7,-0.7,1.95,1.3,0.6499999999999999,1.0,1.5,-0.5
Oud-Heverlee Leuven,Mechelen,H,3,3.0,6.0,6.0,3.0,1.4,1.6,-0.20000000000000018,1.8,1.8,0.0,1.8,1.5,0.30000000000000004,1.8,1.8,0.0,1.4,1.65,-0.25,1.7,1.75,-0.050000000000000044
Gent,Kortrijk,D,5,5.0,4.0,4.0,5.0,1.4,1.0,0.3999999999999999,1.6,1.0,0.6000000000000001,1.5,0.9,0.6,1.2,1.0,0.19999999999999996,1.6,1.0,0.6000000000000001,1.3,1.1,0.19999999999999996
Beerschot VA,Anderlecht,A,3,4.0,7.0,7.0,4.0,0.4,1.2,-0.7999999999999999,3.0,1.0,2.0,0.8,1.2,-0.3999999999999999,2.4,1.4,1.0,0.75,1.85,-1.1,2.15,1.3,0.8499999999999999
St Truiden,Eupen,H,5,9.0,7.0,7.0,9.0,0.6,2.0,-1.4,1.2,2.4,-1.2,1.0,1.9,-0.8999999999999999,0.9,2.2,-1.3000000000000003,1.0,1.55,-0.55,1.5,1.7,-0.19999999999999996
Charleroi,Oud-Heverlee Leuven,A,3,5.0,3.0,3.0,5.0,2.2,1.4,0.8000000000000003,1.4,1.8,-0.40000000000000013,2.1,1.3,0.8,1.7,1.7,0.0,1.9,1.3,0.5999999999999999,1.3,1.7,-0.3999999999999999
Mechelen,Seraing,H,1,0.0,1.0,1.0,0.0,1.6,2.4,-0.7999999999999998,0.8,2.4,-1.5999999999999999,1.7,1.8,-0.10000000000000009,1.0,2.3,-1.2999999999999998,1.75,1.85,-0.10000000000000009,1.15,2.0,-0.8500000000000001
